"ID","NAME","PARENT_ID","URL","PICTUR_URL","STATUS","UUID","CODING","REMARK","CHILDROOT_EXIST","TREE_PATH","NUM","PROVINCE_CODE","RESOURCE_POOL_CODE","REDIRECT_PATH","IS_SHOW","ALIAS","COMPONENT"
"1864487109985959938","有向无环图嵌套调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1864487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1864487109985959938","RouteView"
"1864487109985959940","有向无环图解析策略","1862486631453622286","/safeLeak/VulnManage/1864487109985959940","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1864487109985959940","RouteView"
"1865487109985959938","有向无环图循环调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1865487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1865487109985959938","RouteView"
"1865487109985959941","有向无环图异常策略","1862486631453622286","/safeLeak/VulnManage/1865487109985959941","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1865487109985959941","RouteView"
"1866487109985959938","有向无环图并发调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1866487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1866487109985959938","RouteView"
"1866487109985959942","有向无环图数据数据解析策略","1862486631453622286","/safeLeak/VulnManage/1866487109985959942","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1866487109985959942","RouteView"
"1867487109985959938","有向无环图输出调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1867487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1867487109985959938","RouteView"
"1867487109985959943","有向无环图触发器接收管理","1862486631453622286","/safeLeak/VulnManage/1867487109985959943","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1867487109985959943","RouteView"
"1868487109985959938","有向无环图提取变量调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1868487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1868487109985959938","RouteView"
"1868487109985959944","有向无环图适配器管理","1862486631453622286","/safeLeak/VulnManage/1868487109985959944","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1868487109985959944","RouteView"
"1869487109985959938","有向无环图调查调度管理","1862486631453622286","/safeLeak/VulnTaskManage/1869487109985959938","solidIcon iconSecurity_threats","1",,"DataViewManage",,"0",,"1",,,,"1","1869487109985959938","RouteView"
"1871383595840471042","专业系统管理","1460501532667359234","/safeLeak/GradRecordManage","solidIcon iconbianliangguanlizu","1",,"GradRecordManage",,"0",,"12",,,,"1","GradRecordManage","RouteView"
"1882023031023450011","通用枚举库管理","1460441510772027394","/other/ManageMenu/1882023031023450011","solidIcon iconassess","1",,,,"1",,,,,,"1","1882023031023450011","RouteView"
"19","角色管理","1296692262594473985","/system/auth/role",,"0",,"20009",,"0",,"3",,,,"1","roleManage","RouteView"
"1920846421854367745","补丁信息管理","1539508753722441729","/safeLeak/PatchLibraryManage/PatchLibraryInfoManage","solidIcon iconassess","1",,"PatchLibraryInfoManage",,"1",,"1",,,,"1","PatchLibraryInfoManage","RouteView"
"1945790881641791489","漏洞管理平台","0","","solidIcon iconcomputer","1",,"VulnManagePlat",,"1",,"5",,,"/safeLeak/VulnManagePlat/OrderManage/SysVulnOrder","1","VulnManagePlat","RouteView"
"1945791339164860417","资产管理","1945790881641791489","/safeLeak/VulnManagePlat/AssetManage","solidIcon iconassist","1",,"AssetManage",,"0",,"9",,,,"1","AssetManage","RouteView"
"1948026775182508034","业务统计","1945790881641791489","/safeLeak/VulnManagePlat/BusinessStatisticsManage","solidIcon icontongji","1",,"BusinessStatisticsManage",,"0",,"3",,,,"1","BusinessStatisticsManage","RouteView"
"1948027047946485762","设备管理","1945790881641791489","/safeLeak/VulnManagePlat/EquipmentManage","solidIcon iconport1","1",,"EquipmentManage",,"0",,"4",,,,"1","EquipmentManage","RouteView"
"1950595214468186114","安全设备管理","1945790881641791489","/safeLeak/VulnManagePlat/SafeDeviceManage","solidIcon iconzhurengongzuotai-sel","1",,"SafeDeviceManage",,"0",,"4",,,,"1","SafeDeviceManage","RouteView"
"1952767890699845633","数据同步策略","1945790881641791489","/safeLeak/VulnManagePlat/DataSyncStrategy","solidIcon iconnetworksecurity","1",,"DataSyncStrategy",,"0",,"6",,,,"1","DataSyncStrategy","RouteView"
"1953396037120163842","日志台账管理","1945790881641791489","/safeLeak/VulnManagePlat/LogLedgerManage","solidIcon icontimeLine","1",,"LogLedgerManage",,"0",,"7",,,,"1","LogLedgerManage","RouteView"
"1953396314397212673","文件传输记录","1945790881641791489","/safeLeak/VulnManagePlat/FileSendLog","solidIcon iconBusiness_system","1",,"FileSendLog",,"0",,"5",,,,"1","FileSendLog","RouteView"
"1954378111941447682","自动化调度","1296692262594473985","/sso/Playbook","solidIcon iconSecurity_threats","0",,"sso",,"0",,"8",,,,"1","sso","RouteView"
"1955310435610918914","任务管理","1945790881641791489","/safeLeak/VulnManagePlat/TaskManage","solidIcon icontiaochawenjuan","1",,"TaskManage",,"1",,"2",,,,"1","TaskManage","RouteView"
"1955310791455670273","产品漏洞预警任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/ProVulnWarnTask","solidIcon iconfengxianyujing","1",,"ProVulnWarnTask",,"0",,"1",,,,"1","ProVulnWarnTaskPlat","RouteView"
"1955311861368094721","产品漏洞上传任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/ProVulnUploadTask","solidIcon iconrelease","1",,"ProVulnUploadTask",,"0",,"4",,,,"1","ProVulnUploadTask","RouteView"
"1955312073486630913","产品漏洞同步任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/ProVulnSyncTask","solidIcon iconFill","1",,"ProVulnSyncTask",,"0",,"3",,,,"1","ProVulnSyncTaskPlat","RouteView"
"1955312393696575489","口令字典同步任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/PassDicSyncTask","solidIcon iconcode","1",,"PassDicSyncTask",,"0",,"5",,,,"1","PassDicSyncTask","RouteView"
"1955312589964836866","口令字典上传任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/PassDicUploadTask","solidIcon iconapplicationsecurity","1",,"PassDicUploadTask",,"0",,"6",,,,"1","PassDicUploadTask","RouteView"
"1955642447546810369","VPT模型管理","1945790881641791489","/safeLeak/VulnManagePlat/VPTModelManage","solidIcon icontask","1",,"VPTModelManage",,"0",,"8",,,,"1","VPTModelManage","RouteView"
"1956355507097960449","工单管理","1945790881641791489","/safeLeak/VulnManagePlat/OrderManage","solidIcon icontiaochawenjuan","1",,"OrderManage",,"1",,"1",,,,"1","OrderManage","RouteView"
"1956355749834915842","系统漏洞工单","1956355507097960449","/safeLeak/VulnManagePlat/OrderManage/SysVulnOrder","solidIcon iconpersonnel","1",,"SysVulnOrder",,"0",,"1",,,,"1","SysVulnOrderPlat","RouteView"
"1956355890121801730","产品漏洞工单","1956355507097960449","/safeLeak/VulnManagePlat/OrderManage/ProduntVulnOrder","solidIcon iconzhuanye","1",,"ProduntVulnOrder",,"0",,"2",,,,"1","ProduntVulnOrderPlat","RouteView"
"1957399455178424322","跨级联动任务","1955310435610918914","/safeLeak/VulnManagePlat/TaskManage/GangedTask","solidIcon iconSecurity_threats","1",,"GangedTask",,"0",,"2",,,,"1","GangedTaskPlat","RouteView"
"1958591753312534530","测试数据交互","1945790881641791489","/safeLeak/VulnManagePlat/TestDataChange","solidIcon iconFill","1",,"TestDataChangePlat",,"0",,"5",,,,"1","TestDataChangePlat","RouteView"
"1960397151216599041","口令字典管理","1945790881641791489","/safeLeak/VulnManagePlat/PasswordDicManage","solidIcon iconapplicationsecurity","1",,"PasswordDicManagePlat",,"0",,"12",,,,"1","PasswordDicManagePlat","RouteView"
"1966057390298320898","弱口令管理","1460501532667359234","/safeLeak/WeakPasswordMag","solidIcon icontongji","1",,"WeakPasswordMag",,"0",,"17",,,,"1","WeakPasswordMag","RouteView"
"1967618869882519553","系统漏洞管理","1945790881641791489","/safeLeak/VulnManagePlat/SystemVulnMange","solidIcon iconshanchangzhuanye","1",,"SystemVulnMangePlat",,"0",,"13",,,,"1","SystemVulnMangePlat","RouteView"
"1985241054427103234","运营任务管理","1460501758455132161","/safeLeak/SysVulnRepair/ScanTaskCorrectManageNew","solidIcon iconSecurity_threats","1",,"ScanTaskCorrectManageNew",,"0",,"6",,,,"1","ScanTaskCorrectManageNew","RouteView"
"1985567370095185922","资产信息管理","0201","/infoAssets/assetsManage/infoAssetsManage","solidIcon iconascription","1",,"infoAssetsManage",,"0",,"2",,,,"1","infoAssetsManage","RouteView"
"2","信息化资产管理","0","/infoAssets","solidIcon iconAssets","1","","1002","","1","","9",,,"/infoAssets/assetsManage","1","infoAssetsMange","RouteView"
"2017049364294590465","场景事务与溯源","7452639225960204426","/other/ManageMenu/2017049711817842690",,"1",,"2017049364294590465",,"1",,"5",,,,"1","2017049364294590465","RouteView"
"2017049711817842690","漏洞业务场景管理","2017049364294590465","/other/ManageMenu/2017049711817842690","solidIcon iconSecurity_threats","1",,"2017049711817842690",,"0",,"1",,,,"1","LDYWCJGL","RouteView"
"2018608890360786946","任务监控与协同","7452639225960204426",,"solidIcon iconapplicationsecurity","1",,"CROSS_LEVEL_TASK_MONITOR",,"1",,"6",,,"/other/resultReportManage","1","crossMonitor","RouteView"
"2018609597721767937","分批结果上报管理","2018608890360786946","/other/resultReportManage","solidIcon iconmiddleware","1",,"BATCH_RESULT_REPORT_MANAGE","26年2月交付功能","0",,"5",,,"","1","resultReportManage","RouteView"
"2018935066803466241","场景事务看板","2017049364294590465","/other/sceneDashboardManage","solidIcon icontongji","1",,"2018935066803466241",,"0",,"2",,,,"1","sceneDashboardManage","RouteView"
"2018970111312293889","实时监控记录","2018608890360786946","/other/realtimeRecordManage","solidIcon iconMonitor","1",,"realtimeRecordManage",,"0",,"3",,,,"1","realtimeRecordManage","RouteView"
"2018970111312293895","异常情况捕捉","2018608890360786946","/other/ManageMenu/2018970111312293895",,"1",,"2018970111312293895",,"0",,"4",,,,"1","realtimeRecordManage2","RouteView"
"2018979330535092225","漏洞概念验证","7452639225960204426",,"solidIcon iconSecurity_threats","1",,"vul_verify_plugin_manage",,"1",,"2",,,"/other/vulnPluginManage","1","vulPluginManage","RouteView"
"2018980138580340737","插件本地管理","2018979330535092225","/other/vulnPluginManage","solidIcon iconservice","1",,"vul_plugin_local_manage",,"0",,"1",,,,"1","vulnPluginManage","RouteView"
"2018980387294179329","插件参数设置","2018979330535092225","/other/pluginParamsSet","solidIcon iconedit","1",,"vul_plugin_params_config",,"0",,"2",,,,"1","pluginParamsSet","RouteView"
"2018980588163592194","POC插件运行管理","2018979330535092225","/other/pluginPocTaskManage","solidIcon iconhost1","1",,"vul_plugin_poc_task_manage",,"0",,"3",,,,"1","pluginPocTaskManage","RouteView"
"2018982314899828738","漏洞概念验证插件分析统计","1460441510772027394",,"solidIcon iconapplicationsecurity","0",,"vul_plugin_analysis_stat",,"1",,"1",,,,"1","vulPluginAnalysisStat","RouteView"
"2018982658006478850","插件效能评估","2018982314899828738","/other/pluginPerformEval","solidIcon iconAssets_monitoring","1",,"vul_plugin_perform_eval",,"0",,"1",,,,"1","pluginPerformEval","RouteView"
"2018982922612535297","插件调用综合展示","2018982314899828738","/other/pluginViewCalls","solidIcon iconTongues","1",,"vul_plugin_view_calls",,"0",,"2",,,,"1","pluginViewCalls","RouteView"
"2018983244143685633","漏洞检出率对比分析","2018982314899828738","/other/PluginCompareAnalysis","solidIcon iconOperation_maintenance","1",,"vul_plugin_compare_analysis",,"0",,"3",,,,"1","PluginCompareAnalysis","RouteView"
"2018984466565197825","部企接口自动化及配置","2018983910807334913","/other/interfaceAutomation","solidIcon iconport","0",,"ministry_enterprise_interface",,"0",,"1",,,,"1","interfaceAutomation","RouteView"
"2019223515334864897","CPE文档管理","1539508753722441729","/other/cpeDocumentManage","solidIcon iconorder","1",,"cpeDocumentManage",,"0",,"15",,,,"1","cpeDocumentManage","RouteView"
"2019224338127286273","已知风险资产组件管理","0201","/other/knownRiskAssetManage","solidIcon iconvisualization_1","1",,"knownRiskAssetManage",,"0",,"9",,,,"1","knownRiskAssetManage","RouteView"
"2019224800641576962","通用漏洞挖掘记录","2017049364294590465","/other/vulnDiscoverRecord","solidIcon iconurl","1",,"vul_dig_record",,"0",,"6",,,,"1","vulnDiscoverRecord","RouteView"
"2019288832031485953","漏洞归属统计分析","2041690902818627586","/other/belongAnalysisManage","solidIcon iconcooperation","1",,"belongAnalysisManage",,"0",,"8",,,,"1","belongAnalysisManage","RouteView"
"2019288832031485955","漏洞归属规则设定","2041690902818627586","/other/ManageMenu/2019288832031485955","solidIcon iconSecurity_threats","1",,"2019288832031485955",,"0",,"6",,,,"1","2019288832031485955","RouteView"
"2019302318572728322","插件版本控制","2018979330535092225","/other/pluginVersionControl","solidIcon iconattribute","1",,"pluginVersionControl",,"0",,"4",,,,"1","pluginVersionControl","RouteView"
"2019598485789491202","任务自动化分配管理","2018608890360786946","/other/taskAutomationAssignManage","solidIcon icontopology","1",,"taskAutomationAssignManage",,"0",,"3",,,,"1","taskAutomationAssignManage","RouteView"
"2019606331004436481","扫描日志管理","2018608890360786946","/other/scanLogManage","solidIcon iconconfigure","1",,"scanLogManage",,"0",,"4",,,,"1","scanLogManage","RouteView"
"2028289477535203330","弱口令配置","7452639225960300816","/other/weakPwdConfig","solidIcon iconzhurengongzuotai-sel","1",,"weakPwdConfig",,"0",,"2",,,,"1","weakPwdConfig","RouteView"
"2030890656626769921","设备规划管理","7452639225960300816","/other/ManageMenu/2030890656626769921","solidIcon iconMonitor","1",,"2030890656626769921",,"0",,"4",,,,"1","2030890656626769921","RouteView"
"2030890656626769922","扫描指标管理","7452639225960300816","/other/ManageMenu/2030890656626769922","solidIcon iconMonitor","1",,"2030890656626769922",,"0",,"5",,,,"1","2030890656626769922","RouteView"
"2030890656626769923","防护可用性监控","7452639225960300816","/other/ManageMenu/2030890656626769923","solidIcon iconMonitor","1",,"2030890656626769923",,"0",,"6",,,,"1","2030890656626769923","RouteView"
"2030946380560072705","AI页面管理","1296692262594473985","/other/aiManage","solidIcon iconSecurity_threats","1",,"aiManage",,"0",,"10",,,,"1","aiManage","RouteView"
"2032346057956261889","任务执行流程自动化","2018608890360786946","/other/taskProcessAutoManage","solidIcon iconcloudDisk","1",,"taskProcessAutoManage",,"0",,"4",,,,"1","taskProcessAutoManage","RouteView"
"2032362610785386498","数据一致性审批","1862486631453622290","/other/dataConApprovalManage","solidIcon iconTo_examine","1",,"dataConApprovalManage",,"0",,"12",,,,"1","dataConApprovalManage","RouteView"
"2033447809648558082","漏洞修复状态同步管理","7452639225960265832","/other/vulnStatusSyncManage","solidIcon iconLoophole","1",,"vulnStatusSyncManage",,"0",,"11",,,,"1","vulnStatusSyncManage","RouteView"
"2033729033231269889","平台接口自动化及配置","2018983910807334913","/other/platformInterfaceAutomation","solidIcon iconhost","0",,"platformInterfaceAutomation",,"0",,"2",,,,"1","platformInterfaceAutomation","RouteView"
"2033805832418099201","插件验证与结果自动化处理","2018983910807334913","/other/pluginValidateResultAutomation","solidIcon icontask","0",,"pluginValidateResultAutomation",,"0",,"3",,,,"1","pluginValidateResultAutomation","RouteView"
"2034197449310339074","POC开发记录","2017049364294590465","/other/pocDevelopRecord","solidIcon iconSwitch","1",,"pocDevelopRecord",,"0",,"7",,,,"1","pocDevelopRecord","RouteView"
"2034197705884303362","渗透测试记录","2017049364294590465","/other/penetrationTestRecord","solidIcon iconvisualization_1","1",,"penetrationTestRecord",,"0",,"8",,,,"1","penetrationTestRecord","RouteView"
"2034465525016690690","VEX生命周期管理","7452639225960225443","/other/vexDocumentManage","solidIcon iconBasic_information","1",,"vexDocumentManage",,"0",,"2",,,,"1","vexDocumentManage","RouteView"
"2034922033076633601","修复决策支持","7452639225960225443","/other/repairDecisionPolicy","solidIcon iconcooperation","1",,"repairDecisionPolicy",,"0",,"5",,,,"1","repairDecisionPolicy","RouteView"
"2036278142140022785","漏洞归属划分","2041690902818627586","/other/vulnOwnerClass","solidIcon iconqizi","1",,"VulnOwnerClass",,"0",,"7",,,,"1","VulnOwnerClass","RouteView"
"2036353925269323778","上报记录查询","2018608890360786946","/other/reportRecordSearch","solidIcon iconurl","1",,"reportRecordSearch",,"0",,"6",,,,"1","reportRecordSearch","RouteView"
"2036358048827998209","风险资产组件评分管理","0201","/other/riskAssetComSporeManage","solidIcon iconconfigure","1",,"riskAssetComSporeManage",,"0",,"12",,,,"1","riskAssetComSporeManage","RouteView"
"2036374784025460737","资产列表","2041690902818627586","/other/knowledgeBaseConstruction","solidIcon icontopology","1",,"knowledgeBaseConstruction",,"0",,"1",,,,"1","knowledgeBaseConstruction","RouteView"
"2036376957366992898","VEX数据接口管理","7452639225960225443","/other/vexDataInterfaceManage","solidIcon iconSwitch","1",,"vexDataInterfaceManage",,"0",,"4",,,,"1","vexDataInterfaceManage","RouteView"
"2036622447241232385","插件基础管理","1460500916024979457","/other/pluginBaseManage","solidIcon iconmanufacturer","1",,"pluginBaseManage",,"0",,"10",,,,"1","pluginBaseManage","RouteView"
"2036983093963161602","插件执行回收与迭代优化","2018979330535092225","/other/pluginExecuteRecycleManage","solidIcon icontodo","1",,"pluginExecuteRecycleManage",,"0",,"6",,,,"1","pluginExecuteRecycleManage","RouteView"
"2036996938337255425","漏洞等效防护处置","7452639225960265832","/other/vulnPreventionManage","solidIcon iconlocked","1",,"vulnPreventionManage",,"0",,"1",,,,"1","vulnPreventionManage","RouteView"
"2036997164129222658","等效防护策略配置","7452639225960265832","/other/vulnPreventionStrategyManage","solidIcon iconmiddleware","1",,"vulnPreventionStrategyManage",,"0",,"2",,,,"1","vulnPreventionStrategyManage","RouteView"
"2036997395000492034","第三方安全设备接口配置","7452639225960265832","/other/vulnPreventionInterfaceManage","solidIcon iconbingchongqingbao","1",,"vulnPreventionInterfaceManage",,"0",,"3",,,,"1","vulnPreventionInterfaceManage","RouteView"
"2036998093905756162","响应过程操作日志记录","7452639225960265832","/other/vulnPreventionLogManage","solidIcon iconbianliangguanlizu","1",,"vulnPreventionLogManage",,"0",,"4",,,,"1","vulnPreventionLogManage","RouteView"
"2037049345012301825","效能指标度量","2017049364294590465","/other/vulnPreventionPerformanceManage","solidIcon iconperformance","1",,"vulnPreventionPerformanceManage",,"0",,"3",,,,"1","vulnPreventionPerformanceManage","RouteView"
"2037365882122305537","核验任务管理","7452639225960265832","/other/vulnPreventionTaskManage","solidIcon iconbianliangguanlizu","1",,"vulnPreventionTaskManage",,"0",,"5",,,,"1","vulnPreventionTaskManage","RouteView"
"2037366130286690305","核验策略配置","7452639225960265832","/other/vulnPreventionTaskManageStrategy","solidIcon iconModel","0",,"vulnPreventionTaskManageStrategy",,"0",,"6",,,,"1","vulnPreventionTaskManageStrategy","RouteView"
"2037366458868465665","核验调用配置","7452639225960265832","/other/vulnPreventionTaskManageCall","solidIcon iconOperation_maintenance","0",,"vulnPreventionTaskManageCall",,"0",,"7",,,,"1","vulnPreventionTaskManageCall","RouteView"
"2037414971019001857","报告自动生成","7452639225960265832","/other/reportGenerate","solidIcon iconAsset_risk","0",,"reportGenerate",,"0",,"8",,,,"1","reportGenerate","RouteView"
"2037415158667968514","报告模板管理","7452639225960265832","/other/reportTemplate","solidIcon iconSecurity_threats","0",,"reportTemplate",,"0",,"9",,,,"1","reportTemplate","RouteView"
"2037415394811478018","报告分发共享","7452639225960265832","/other/reportDistribution","solidIcon iconvisualization_1","0",,"reportDistribution",,"0",,"10",,,,"1","reportDistribution","RouteView"
"2037424699145093121","场景事务关联分析","2017049364294590465","/other/sceneTransaction","solidIcon iconarchives","1",,"sceneTransaction",,"0",,"4",,,,"1","sceneTransaction","RouteView"
"2037433831684210689","场景风险预警","2017049364294590465","/other/sceneRiskWarningMag","solidIcon iconChanging_tren","1",,"sceneRiskWarningMag1537",,"0",,"5",,,,"1","sceneRiskWarningMag","RouteView"
"2039882102407077889","插件验证与审核","2018979330535092225","/other/pluginVerificationReview","solidIcon iconPrivilege_management","1",,"pluginVerificationReview",,"0",,"5",,,,"1","pluginVerificationReview","RouteView"
"2041690902818627586","资产与知识库","7452639225960204426","/other/knowledgeBaseConstruction","solidIcon iconSwitch","1",,"knowledgeBase",,"0",,"3",,,,"1","knowledgeBase","RouteView"
"2043944215022837762","插件效能与统计分析","2018979330535092225","/other/pluginPerformAnalysis","solidIcon iconconfigure","1",,"pluginPerformAnalysis",,"0",,"7",,,,"1","pluginPerformAnalysis","RouteView"
"2043990221470998530","接口自动化及配置","2018979330535092225","/other/InterfaceAutomationSetting","solidIcon iconrouter_2","1",,"InterfaceAutomationSetting",,"0",,"8",,,,"1","InterfaceAutomationSetting","RouteView"
"2047135068771697207","能力·筑基(2024期)","0","","solidIcon iconSafe","0",,"CAPABILITY_BASE","2024期能力模块","1",,"6",,,"/safeLeak/VulnDetectionManagement/SpecialTaskMagNew","1","CapabilityBase","RouteView"
"2047135068818336464","价值·运营(2026期)","0",,"solidIcon iconReport","0",,"VALUE_OPERATION","2026期模块","1",,"8",,,,"1","ValueOperation","RouteView"
"2047143053598564353","重大漏洞专项检测工单管理","2047135068771697207","","solidIcon iconapplicationsecurity","1",,"ZDLDZXJCGD",,"0",,"1",,,"/safeLeak/VulnDetectionManagement/SpecialTaskMagNew","1","ZDLDZXJCGD","RouteView"
"2047228508801245186","合规策略配置","7452639225960265832","/other/complianceStrategy","solidIcon iconblock_chain","1",,"complianceStrategy",,"0",,"12",,,,"1","complianceStrategy","RouteView"
"2047228811244118017","合规审计中心","7452639225960265832","/other/complianceAudit","solidIcon iconmanufacturer","1",,"complianceAudit",,"0",,"13",,,,"1","complianceAudit","RouteView"
"2047243298957336577","扫描器弱口令管理","2047135068771697207","/safeLeak/VulnManagePlat/ScanWeakManage","solidIcon iconcode","1",,"scanWeakManage",,"0",,"2",,,"","1","scanWeakManage","RouteView"
"2048692357488353281","安全预警排查","1460501758455132161","/safeLeak/VulnManagePlat/SecurityVulnManage","solidIcon iconSecurity_threats","1",,"SecurityVulnManagePlat",,"0",,"11",,,,"1","SecurityVulnManagePlat","RouteView"
"2049039919793741826","漏洞基础管理","2047135068771697207","/other/vulnPreventionBaseManage","solidIcon iconsystem_configuration","1",,"vulnPreventionBaseManage",,"0",,"3",,,,"1","vulnPreventionBaseManage","RouteView"
"2049312530238971905","漏洞反馈管理","2047135068771697207","/other/vulnPreventionFeedbackManage","solidIcon iconmsgopen","1",,"vulnPreventionFeedbackManage",,"0",,"4",,,,"1","vulnPreventionFeedbackManage","RouteView"
"2049378718558101506","漏洞补丁审计管理","2047135068771697207","/other/vulnPreventionPatchAuditManage","solidIcon icontodo","1",,"vulnPreventionPatchAuditManage",,"0",,"5",,,,"1","vulnPreventionPatchAuditManage","RouteView"
"2049408390029287426","补丁权限管理","2047135068771697207","/other/vulnPreventionPatchPermissionManage","solidIcon iconorder","1",,"vulnPreventionPatchPermissionManage",,"0",,"6",,,,"1","vulnPreventionPatchPermissionManage","RouteView"
"2049413264590675969","补丁反馈管理","2047135068771697207","/other/vulnPreventionPatchFeedbackManage","solidIcon iconrelease","1",,"vulnPreventionPatchFeedbackManage",,"0",,"7",,,,"1","vulnPreventionPatchFeedbackManage","RouteView"
"2049666504297193473","补丁基础管理","2047135068771697207","/other/vulnPreventionPatchBaseManage","solidIcon iconasn","1",,"vulnPreventionPatchBaseManage",,"0",,"8",,,,"1","vulnPreventionPatchBaseManage","RouteView"
"2054970624377384962","补丁文件MD5校准管理","2047135068771697207","/other/vulnPreventionPatchFileManage5","solidIcon iconkey","1",,"vulnPreventionPatchFileManage5",,"0",,"9",,,,"1","vulnPreventionPatchFileManage5","RouteView"
"2056411555848810498","补丁更新任务管理","2047135068771697207","/other/vulnUpdateTaskManage","solidIcon iconSecurity_threats","1",,"vulnPreventionPatchUpdateTaskManage",,"0",,"10",,,,"1","vulnPreventionPatchUpdateTaskManage","RouteView"
"2056745331527282690","漏洞检测结果管理","2047135068771697207","/other/vulnDetectResultManage","solidIcon iconbug","1",,"vulnDetectResultManage",,"0",,"10",,,,"1","vulnDetectResultManage","RouteView"
"2057128894135300097","补丁匹配策略管理","2047135068771697207","/other/patchMatchStrategyManage","solidIcon iconOperation_maintenance","1",,"patchMatchStrategyManage",,"0",,"12",,,,"1","patchMatchStrategyManage","RouteView"
"2057518672253054978","漏洞匹配策略规则管理","2047135068771697207","/other/patchMatchRecordManage","solidIcon iconClaim","1",,"patchMatchRecordManage",,"0",,"13",,,,"1","patchMatchRecordManage","RouteView"
"2057849038914482178","安全预警排查-待处理工单","1460501758455132161","/safeLeak/VulnManagePlat/SecurityVulnManage/PendingOrder","solidIcon iconSecurity_threats","1",,"PendingOrderPlat",,"0",,"8",,,,"0","PendingOrderPlat","RouteView"
"2060008932547522562","补丁可视化","2047135068771697207","/other/patchVisualization","solidIcon iconshujulaiyuan","1",,"patchVisualization",,"0",,"14",,,,"1","patchVisualization","RouteView"
"27","用户组管理","1296692262594473985","/system/auth/userGroup",,"1",,"20004",,"0",,"5",,,,"1","userGroupManage","RouteView"
"3","网络空间测绘","0","/networkMapping","solidIcon iconinternet","0","","1003","","1","","10",,,"/fingerprintSummary","1","networkMapping","RouteView"
"3862486633453644290","专项漏洞同步","1862486631453622274","/safeLeak/VulnInterfaceManage/3862486633453644290","solidIcon iconSecurity_threats","1",,"zonghefenxi",,"1",,"10",,,,"1","3862486633453644290","RouteView"
"4","资产安全风险预警","0","/riskWarning","solidIcon iconfengxianyujing","0","","1006","","1","","22",,,"/riskWarning/securityAlarm","1","riskWarningManage","RouteView"
"5","威胁情报管理","0","/threatIntelligence","solidIcon iconziyuan1532","0","","1004","","1","","23",,,"/threatIntelligence/intelligenceVisualization","1","threatIntelligence","RouteView"
"6","防火墙策略","0","111","solidIcon  iconFull_text_search","0","","firewall_policy","","1","","24",,,"111","0","111","RouteView"
"6e6570c9-3783-43ad-a8f3-6dcefa6d6ecb","字典管理","1296692262594473985","/system/dic",,"0",,"110009",,"0",,"1",,,,"1","dicManage","RouteView"
"7452639225960204426","运营·深耕(2025期)","0",,"solidIcon iconSecurity_threats","1",,"VUL_SECURITY_MANAGE","2025期漏洞管理平台菜单重构","1",,"7",,,,"1","VulSecurityManage","RouteView"
"7452639225960225443","产品漏洞与风险识别","7452639225960204426",,"solidIcon iconAssets","1",,"product_vuln_risk_identify","CPE/VEX/产品漏洞/修复决策/靶标资产","1",,"1",,,"/other/cpeDocumentManage","1","productVulnRiskIdentify","RouteView"
"7452639225960265832","漏洞修复核验","7452639225960204426",,"solidIcon iconLoophole","1",,"vuln_repair_verify","等效防护+审计+核验任务/报告+修复同步+数据一致性","1",,"4",,,"/other/vulnPreventionManage","1","vulnRepairVerify","RouteView"
"7452639225960300816","弱口令与扫描管理","7452639225960204426",,"solidIcon iconMonitor","1",,"weak_pwd_scan_manage","弱口令字典/检测+扫描任务+设备规划/指标+防护监控+安全设备","1",,"7",,,"/safeLeak/WeakPasswordMag","1","weakPwdScanManage","RouteView"
"7543841723115862245","产品漏洞升级管理","1862486631453622288","/safeLeak/VulnManage/7543841723115862245","solidIcon iconSecurity_threats","1",,"7543841723115862245",,"1",,"10",,,,"1","abcdefg111","RouteView"
"7543841723115862246","产品漏洞基线策略管理","1862486631453622288","/safeLeak/VulnManage/7543841723115862246","solidIcon iconSecurity_threats","1",,"7543841723115862246",,"1",,"10",,,,"1","abcdefg112","RouteView"
